Producto,Cantidad,Marca,Tamaño,Categoría,Precio,Imagen
Oral B cepillo,4,Oral B,Unidad,Cuidado dental,8500,https://olimpica.vtexassets.com/arquivos/ids/1483456/7501001100285_1.jpg
Cure Band esparadrapo,8,Cure Band,Unidad,Salud,3500,https://locatelcolombia.vtexassets.com/arquivos/ids/336006/7702136642712_2_Esparadrapo-Tela-Cureband-1X5-X-1Und.jpg
Jabón corporal extracto de frutos rojos y flor de cerezo Nosotras 24ml,3,Nosotras,24ml,Higiene personal,4500,https://images.rappi.com/products/129375310746_shjhavlsxjyt_576447349236_itrujvqtpnlz_2222032_1.jpeg
Oral B crema complete 50ml,1,Oral B,50ml,Cuidado dental,8500,https://www.droguerialaeconomia.com/economia/site/img/1x/105235.jpg
Fluo Cardent crema triple acción,4,Fluo Cardent,Unidad,Cuidado dental,6500,https://copservir.vtexassets.com/arquivos/ids/1379973/CREMA-DENTAL-FLUOCARDENT-TRIPL_F.png
Suavitel Cuidado Superior Fresca Primavera 110ml,11,Suavitel,110ml,Cuidado del hogar,4500,https://www.tuhogar.com/content/dam/cp-sites/home-care/tu-hogar/latam/productos/suavitel/2022-cuidado-supereior-fresca-primavera/suavitel-fresca-primavera-2022-110ml.jpg
Colgate crema 22ml,8,Colgate,22ml,Higiene Bucal,3500,https://www.droguerialaeconomia.com/economia/site/img/galeria/112725-1.jpg
Colgate triple acción blancura 60ml,5,Colgate,60ml,Higiene Bucal,6500,https://www.droguerialaeconomia.com/economia/site/img/1x/115089.jpg
Colgate triple acción 60ml,2,Colgate,60ml,Higiene Bucal,6500,https://locatelcolombia.vtexassets.com/arquivos/ids/226683/7702010111495_1_CREMA-DENTAL-COLGATE-TRIPLE-ACCION-X-60ML.jpg
Mexsana pack,2,Mexsana,Pack,Cuidado Personal,8500,https://copservir.vtexassets.com/arquivos/ids/1598152/TALCO-MEXSANA-150-G---85-G-PR_F.png
Listerine Cool Mint Zero Alcohol 180ml,3,Listerine,180ml,Higiene Bucal,15000,https://www.mercaboy.com/855-large_default/enjuague-bucal-listerine-cool-mint-zero-alcohol-180ml.jpg
Paquetes de velas Lloreda,10,Lloreda,Pack,Iluminación,3500,https://panchiscakes.com/wp-content/uploads/2023/11/vela.jpg
Paquetes de velas La Inmaculada,9,La Inmaculada,Pack,Iluminación,3500,https://carulla.vtexassets.com/arquivos/ids/17389904/Velas-Farol-Paq-X-20-Unds-Cu-35153_a.jpg
Paquetes de velas de colores Sol y Luna de Colombia,3,Sol y Luna de Colombia,Pack,Iluminación,4000,https://paraisodistribuciones.com/wp-content/uploads/2023/10/velas-caja-x30.png
Velas grandes blancas,2,Genérica,Grandes,Iluminación,2500,https://velasmisionera.com/wp-content/uploads/2021/06/Vela-Cirio-Grande-17cm-BLANCO.png
Cure Band venditas,14,Cure Band,Pack,Cuidado Personal,4500,https://locatelcolombia.vtexassets.com/arquivos/ids/393575/7702136645003_2_Curas-Cureband-Venditas-Standard-X-100Und.jpg
Noraver gripa y tos 6 cápsulas,6,Noraver,6 cápsulas,Medicamentos,12000,https://locatelcolombia.vtexassets.com/arquivos/ids/335447/7702057160487_1_Noraver-Gripa-Y-Tos-Fast-Total-Caja-X-6-Capsulas-Liquidas.jpg
Sinutab Plus Congestión 12 tabletas,12,Sinutab,12 tabletas,Medicamentos,18000,https://www.mercaboy.com/1678-medium_default/sinutab-plus-ns-12-tabletas.jpg
Noraver gripa día 6 sobres de 15g,6,Noraver,6 sobres de 15g,Medicamentos,15000,https://locatelcolombia.vtexassets.com/arquivos/ids/335280/7702057160821_1_Noraver-Gripa-Dia-Caja-X-6-Sobres-De-15G.jpg
Velas de colores,63,Genérica,Variado,Iluminación,2000,https://bucket.somosohlala.com.ar/s3fs-public/styles/internal_990/public/2023-05/rulos-tendencia-cortes-2023_23.jpg
Noraver noche gripa 6 sobres de 15g,6,Noraver,6 sobres de 15g,Medicamentos,15000,https://locatelcolombia.vtexassets.com/arquivos/ids/335443/7702057160975_1_Noraver-Gripa-Noche-Caja-X-6-Sobres-De-15G.jpg
Bonfiest Plus Alivio Rápido 20 sobres,20,Bonfiest,20 sobres,Medicamentos,22000,https://pasteurio.vtexassets.com/arquivos/ids/199204/Salud-y-Medicamentos-Dolor-de-cabeza_Bonfiest_Pasteur_404372_caja_01.jpg
Sal de frutas Lua,14,Lua,Unidad,Medicamentos,8500,https://licoresmedellin.com/cdn/shop/files/SOBRE_SAL_DE_FRUTAS_LUA_5G.jpg
Cera La Joya Lavanda 500ml,3,La Joya,500ml,Limpieza,8500,https://www.casaluker.com/wp-content/uploads/2024/03/LA-JOYA-CERA-406X511-OK.png
Genoprazol Plus 10ml,1,Genoprazol,10ml,Medicamentos,25000,https://comfandivirtual.com.co/299275-large_default/genoprazol-plus-suspension-oral-10ml-caja-10-sachets-genomma-lab-colombia-ltda.jpg
Acetaminofén Forte MK 8 tabletas,8,MK,8 tabletas,Medicamentos,4500,https://beta1.cruzverde.com.co/on/demandware.static/-/Sites-masterCatalog_Colombia/default/dw51d5ca57/images/large/128969_1ACETAMINOFEN_FORTE_MK.jpg
Paño absorbente 12u,12,Genérica,12 unidades,Limpieza,5500,https://aseo1acorp.com/cdn/shop/products/60601008.jpg
Alka-Seltzer Extreme 8 sobres,8,Alka-Seltzer,8 sobres,Medicamentos,18000,https://copservir.vtexassets.com/arquivos/ids/1586961/OFERTA-ALKA-EXTREME-PAG-6-LL-8_F.png
"Gel limpiador disco activo, Mr. Músculo paquete",1,Mr. Músculo,Paquete,Limpieza,12000,https://villavoexpress.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NjU2MTIsInB1ciI6ImJsb2JfaWQifX0=--35eb563609d0e605eaf958ba749baddd6335ea8f/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbNjAwLDYwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--db42ba722be1e76788976c3dae164d352f833ae3/discos-activos-mr-musculos-gel-limpiador-15-gr.png
Aspirina Efervescente Bayer 500mg,31,Bayer,500mg,Medicamentos,2500,https://copservir.vtexassets.com/arquivos/ids/1556321/ASPIRINA-EFERVESCENTE-500-MG_F.png
Alka-Seltzer Original 28 tabletas,28,Alka-Seltzer,28 tabletas,Medicamentos,35000,https://www.alkaseltzer.com.co/sites/g/files/vrxlpx50896/files/2025-02/Group%2015218%20%281%29.png
AlivRub MK 12g,9,MK,12g,Medicamentos,8500,https://pasteurio.vtexassets.com/arquivos/ids/182677/Salud-y-Medicamentos-Unguentos-y-descongestionantes_Alivrub_Pasteur_258013_lata_01.jpg
Gatsy Sabores Caseros 250g,1,Gatsy,250g,Alimento para Mascotas,4500,https://en1ya.com/wp-content/uploads/2022/08/ALIMENTO-PARA-GATOS-GATSY-SABORES-CASEROS-X-250g..png
Buscapina Compositum NF 325mg,10,Buscapina,325mg,Medicamentos,3500,https://colsubsidio.vteximg.com.br/arquivos/ids/197918-1200-1200/7703202221336_Hero.jpg
Gatsy Adultos 500g,2,Gatsy,500g,Alimento para Mascotas,7500,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702521086961.jpg
Calmidol Max 26 pastas,26,Calmidol,26 pastas,Medicamentos,12000,https://bellefarma.com/cdn/shop/products/16980.png
Suavizante de Tela Suavitel Vainilla 180ml,2,Suavitel,180ml,Limpieza,5500,https://distribucioneselconfite.com/6815-large_default/suavizante-suavitel-vainilla-x-180ml.jpg
Suavizante de Tela Suavitel Lavanda 180ml,2,Suavitel,180ml,Limpieza,5500,https://www.tuhogar.com/content/dam/cp-sites/home-care/tu-hogar/latam/productos/suavitel/thumbnails/pack-shot-suavitel-orquidea-new-res.png
Suavizante de Tela Suavitel Fresca Primavera 180ml,1,Suavitel,180ml,Limpieza,5500,https://exitocol.vtexassets.com/arquivos/ids/27624979/Fresca-Primavera-180ml-SUAVITEL-SIN-REF-3208516_a.jpg
Mareol 12 tabletas,12,Mareol,12 tabletas,Medicamentos,15000,https://locatelcolombia.vtexassets.com/arquivos/ids/332338/7702132004460_1_Mareol-Caja-X-12-Tabletas.jpg
Gatsy Cachorros 500g,2,Gatsy,500g,Alimento para Mascotas,8500,https://www.supermaxi.com/wp-content/uploads/2025/05/items2Figm2F1500x15002F7702521880057-1.jpg
Advil Ultra 20 cápsulas,20,Advil,20 cápsulas,Medicamentos,28000,https://locatelcolombia.vtexassets.com/arquivos/ids/393392/7702132008482_0_Advil-Ultra-Caja-X-20-Capsulas-Liquidas.jpg
Don Kat 500g,2,Don Kat,500g,Alimento para Mascotas,6500,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702084057156_33.jpg
Mieltertos Noche 90g 6 sobres,6,Mieltertos,90g (6 sobres),Medicamentos,18000,https://olimpica.vtexassets.com/arquivos/ids/630626/7707232098043.jpg
Mirringon 500g,1,Mirringon,500g,Alimento para Mascotas,7000,https://jumbocolombiaio.vtexassets.com/arquivos/ids/493786/7703090433927.jpg
Acetaminofén Memphis 500mg 100 tabletas,100,Memphis,500mg (100 tabletas),Medicamentos,12000,https://copservir.vtexassets.com/arquivos/ids/1575548/ACETAMINOFEN-500-MG_F.png
Alimento para Aves Maritza 460g,2,Maritza,460g,Alimento para Mascotas,5500,"https://static.wixstatic.com/media/b4b93f_2b3a35bd78954a2bb687671fd512f7e4~mv2.png/v1/fill/w_520,h_346,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/b4b93f_2b3a35bd78954a2bb687671fd512f7e4~mv2.png"
Q Duraflex Muscular Advance 6 cápsulas,6,Duraflex,6 cápsulas,Medicamentos,22000,https://locatelcolombia.vtexassets.com/arquivos/ids/335206/7702057091163_1_Duraflex-Muscular-Advance-Caja-X-6-Capsulas-Liquidas.jpg
Menticol Loción 60ml,2,Menticol,60ml,Cuidado Personal,9500,https://drogaspaguemenos.co/storage/products/1644238406-DI-menticol-original-locion-x-60-ml-sv-large.jpg
Sevedol Abbott 120 tabletas,120,Abbott,120 tabletas,Medicamentos,45000,https://colsubsidio.vteximg.com.br/arquivos/ids/182679-1200-1200/7702870004401.jpg
Mixtura 460g,3,Mixtura,460g,Alimento para Mascotas,5000,https://sudespensa.com.co/wp-content/uploads/2018/08/productos-sudespensa-_0007_mixtura.png
Magnesia MK 120ml,2,MK,120ml,Medicamentos,8500,https://copservir.vtexassets.com/arquivos/ids/1574035/MAGNESIA-MK-SUSPENSION_F.png
Vinagre de Limpieza MiDía 1L,1,MiDía,1L,Limpieza,4500,https://www.midia.com.co/sites/default/files/styles/product_detail/public/2024-07/097_Vinagre_Limpieza_Atomizador_MiDia_1000.png
Limpiador de Juntas Limpia Ya 500ml,2,Limpia Ya,500ml,Limpieza,7500,https://mistiendas.com.co/17759-large_default/limpiador-de-juntas-limpia-ya-x500ml.jpg
Limpiavidrios Pack Máximo 800ml + paquete 200ml,1,Máximo,800ml + 200ml,Limpieza,8500,https://carulla.vtexassets.com/arquivos/ids/20127026/LIMPIAVIDRIOS-3EN-1-BINNER-201003-7308_a.jpg
Medicare Copitos,100,Medicare,100 unidades,Cuidado Personal,3500,https://medicarecolombia.com.co/wp-content/uploads/2021/06/copitos-de-algodon-50-unidades-medicare.jpg
Ecopitos Copitos,50,Ecopitos,50 unidades,Cuidado Personal,2500,https://copservir.vtexassets.com/arquivos/ids/1379974/ECOPITOS-JGB_F.png
Agua Oxigenada OSA 120ml,3,OSA,120ml,Cuidado Personal,4500,https://laboratoriososa.com.co/wp-content/uploads/2024/04/Agua-Oxigenada-OSA-120ml-01-1.jpg
