Producto,Cantidad,Marca,Tamaño,Categoría,Precio,Imagen
Milo nuggets chocolate,3,Milo,20 gr,Chocolates,1800,https://exitocol.vtexassets.com/arquivos/ids/28287736/Milo-Nuggets-1und-578801_e.jpg
Dulces festival colores,10,Festival,20 gr,Dulces,1800,https://mundodulces17.com/wp-content/uploads/2019/10/D_NQ_NP_826809-MCO44908616801_022021-O.jpg
Oka Loka,1,Oka Loka,20 gr,Dulces,1800,https://mercaldas.vtexassets.com/arquivos/ids/1327718/Caramelo-OKA-LOKA-nanos-azul-x40-g_129706.jpg
Pikis huevos no me olvides,7,Pikis,60g,Dulces,4200,https://tiendaitalo.com/wp-content/uploads/1596-Huevos-no-me-olvides-x1.png
Chocolate gol,10,Gol,28 gr,Chocolates,2200,https://olimpica.vtexassets.com/arquivos/ids/1785264/7702007080599.jpg
Ramo lecheritas,6,Ramo,19g,Dulces,1500,https://multidulces.com.co/wp-content/uploads/2024/01/Lecheritas-Ramo-x-8-Unid.jpg
Italo huevo de chocolate,2,Italo,No especificado,Chocolates,3500,https://pbs.twimg.com/media/FSquAvJX0AEaCWR.jpg
Huevo kinder joy,5,Kinder,20g,Chocolates,4800,https://www.kinder.com/co/sites/kinder_co/files/2021-10/chocolates-egg-kinder.png
Gol Melo,7,Gol,20 unidades 90g,Dulces,6500,https://cnutresa.vtexassets.com/arquivos/ids/162317/Chocolatina-Gol-Melo.jpg
Mini jumbo,3,Jumbo,18 gr,Chocolates,1800,https://mistiendas.com.co/25450-large_default/jumbo-mini-x-17-gr.jpg
Milkyway,7,Mars,82 gr,Chocolates,5200,https://vixark.b-cdn.net/lp-i-i-g/mini-galletas-con-caramelo-recubiertas-con-chocolate-milky-way-81-5g.jpg
Jumbo,4,Jumbo,35 gr,Chocolates,2800,https://exitocol.vtexassets.com/arquivos/ids/26649872/Glina-Chocolate-Mani-JUMBO-35-gr-3483434_a.jpg
Jet burbujas,7,Jet,12 unidades 168g,Chocolates,8500,https://www.happyworld.com.co/wp-content/uploads/2022/11/burbujas-jet.jpg
Colombina mega ball,1,Colombina,12 unidades 168g,Dulces,8500,https://supermercadocomunal.com/33597-large_default/choco-break-colombina-mega-ball12-uni.jpg
Chocolate jet blanco,7,Jet,24 gr,Chocolates,2800,https://chocolatesjet.com/wp-content/uploads/2021/01/04-04-FotosProductosCCDummiesNuevaLey-Jet-v2.png
Choco stop arequipe,9,Choco Stop,12 unidades 120g,Chocolates,9500,https://mundodulces17.com/wp-content/uploads/2025/02/ef9a6df7-599b-4960-ba5f-6b765c31a42a.jpg
Burbujet cookies AND crema,1,Jet,25 gr,Chocolates,3200,https://locatelcolombia.vtexassets.com/arquivos/ids/367396/7702007061154_1_Chocolatina-Burbujet-Cookies-And-Cream-X-50g.jpg
Triunfo almendra francesa,8,Triunfo,50g,Chocolates,4500,https://mundodulces17.com/wp-content/uploads/2024/10/almendra-francesa-x-50-g.jpg
Chocolatina jet 35g,4,Jet,35 gr,Chocolates,3500,https://clouderp.abakoerp.com:9569/sitioimagenes/Articulos/2023072642147147.jpg
Chocolatina jet 45g,10,Jet,45 gr,Chocolates,4200,https://exitocol.vtexassets.com/arquivos/ids/26649189/Chocolatina-Leche-JET-45-gr-3395948_b.jpg
Chocolatina fresa jet,3,Jet,22 gr,Chocolates,3000,https://exitocol.vtexassets.com/arquivos/ids/26649273/Chocolatina-Fresas-Con-Crema-JET-29-gr-3409552_a.jpg
Ron viejo de caldas caja,1,Viejo de Caldas,1000ml,Ron,35000,https://exitocol.vtexassets.com/arquivos/ids/26655516/Ron-Viejo-Caldas-Tetra-X-1000-ml-134004_a.jpg
Ron santafe añejo,4,Santafé,750ml,Ron,28000,https://exitocol.vtexassets.com/arquivos/ids/26666285/RON-ANEJO-BOTELLA-740880_a.jpg
Ron santafe añejo 4 años,9,Santafé,250ml / 1l,Ron,15000,https://exitocol.vtexassets.com/arquivos/ids/26666496/RON-ANEJO-TETRAPACK-LIT-258649_a.jpg
Vino compuesto sansón,7,Sansón,750ml,Vino,18000,https://olimpica.vtexassets.com/arquivos/ids/1247165/1.jpg
Cuatro cumbres chile vino tinto 11.5 G.L.,7,Cuatro Cumbres,No especificado,Vino,25000,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/8/7804300124960_34.jpg
Copa de aguardiente nectar calidad el dorado,6,Néctar,No especificado,Accesorios,8500,https://revistadc.com/wp-content/uploads/2023/03/Aguardiente-Nectar-Dorado.jpeg
Casanova burbujeante vino de manzana,8,Casanova,750ml,Vino,16000,"https://static.wixstatic.com/media/5abdcd_2bcef72469e94a05a874c454760ad7fb~mv2.jpg/v1/fill/w_560,h_560,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/5abdcd_2bcef72469e94a05a874c454760ad7fb~mv2.jpg"
Baileys original,9,Baileys,700ml,Licor cremoso,95000,https://exitocol.vtexassets.com/arquivos/ids/28218395/Baileys-Original-X-700-ml-1251232_a.jpg
Undurraga Sauvignon blac,1,Undurraga,750ml,Vino,32000,https://exitocol.vteximg.com.br/arquivos/ids/26657645/Vino-Blanco-Undurraga-Sauvignon-X-750ml-24499_a.jpg
Koskenkorva durazno,9,Koskenkorva,75CL,Vodka,85000,https://cdn.caskers.com/catalog/product/cache/ce56bc73870585a38310c58e499d2fd4/k/o/koskenkorva-vodka-_750ml_-1_1.jpg
Koskenkorva manzana,9,Koskenkorva,75CL,Vodka,85000,https://premiumdrinks.es/wp-content/uploads/IMG10968.jpg
Gran brindis vino de manzana,8,Gran Brindis,750ml,Vino,14000,"https://static.wixstatic.com/media/5abdcd_2bcef72469e94a05a874c454760ad7fb~mv2.jpg/v1/fill/w_560,h_560,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/5abdcd_2bcef72469e94a05a874c454760ad7fb~mv2.jpg"
Plaza Castilla vino blanco,3,Plaza Castilla,750ml,Vino,18000,https://m.media-amazon.com/images/I/619eYuRLddL.jpg
Casanova vino manzana,3,Casanova,750ml,Vino,14000,https://vinosbodegasanejas.com/wp-content/uploads/2020/11/vino_manzana_botella.png
Passport Scotch blended Scotch Whisky,2,Passport,700ml,Whisky,45000,https://olimpica.vtexassets.com/arquivos/ids/1271761/5000299210048.jpg
Trapiche reserva Merlot,2,Trapiche,750ml,Vino,28000,https://dislicoresqa.vtexassets.com/arquivos/ids/329864/120144-VINOTTO-TRAPICHE-MERLOT-RESERVA-750ML.png
Castle house crema,5,Castle House,750ml,Licor cremoso,22000,https://mercadoslpineda.co/6472-large_default/crema-de-whisky-castle-house-x-750-ml.jpg
Blackjack aperitivo crema sabo a whisky,5,Blackjack,750ml,Licor cremoso,18000,https://licoresinmemorial.com/wp-content/uploads/2024/02/Crema-de-Whisky-Black-Jack.png
Canan vino rosado espumoso,4,Canan,750ml,Vino,15000,https://images.rappi.com/products/679973808311_fwnbyyydtnae_269029444208_hrgsmesmkqvw_2136575_1.jpeg
Cachaça Brazil 51,6,Brazil 51,700ml,Cachaça,25000,https://cdn11.bigcommerce.com/s-oyi93ews/images/stencil/1000x1000/products/18570/14506/2024-03-12_13.09.51__04382.1710349842.png
Especial cooler vino blanco,3,Especial,750ml,Vino,12000,https://eurosuper.vtexassets.com/arquivos/ids/166774/7703518503836.jpg
Tres esquinas licor,9,Tres Esquinas,750ml,Licores,22000,https://images.rappi.com/products/101966575544_wbfwfxyhvbtx_804470364735_ficzhelbnjmi_1821223_1.jpeg
Canan vino tinto Moscatel,8,Canan,750ml,Vino,15000,https://carulla.vteximg.com.br/arquivos/ids/17475325/VINO-TINTO-MOSCATEL-CANAN-750-Mililitro-1566216_a.jpg
Domecq Brandy Pedro domecq,10,Domecq,750ml,Brandy,35000,https://licoresmedellin.com/cdn/shop/files/BRANDY_DOMECQ_BOTELLA_750ML.jpg
Nectar aguardiente club verde,6,Néctar,750ml,Aguardiente,18000,https://olimpica.vtexassets.com/arquivos/ids/1164422/7702404005041.png
Cariñoso rose,7,Cariñoso,750ml,Vino,16000,https://carulla.vtexassets.com/arquivos/ids/17472284/Aperitivo-Vino-Rosado-Cari-Oso-Botella-X-750-ml-82286_a.jpg
Aguardiente antioqueño,1,Antioqueño,750ml,Aguardiente,22000,https://kyva.co/wp-content/uploads/2022/11/AGUARDIENTE-ANTIOQUENO-AZUL_750ML_PNG_800x1000PX_Transparente.png
Aguardiente real 1493,10,Real,375ml,Aguardiente,12000,https://bodegamiamiga.b-cdn.net/wp-content/uploads/2023/04/VNT62843_AGUARDIENTE_ANTIOQUENO_REAL_1493_750ML-e1704478688376.jpg
Aguardiente cristal sin azúcar,10,Cristal,750ml,Aguardiente,20000,https://mercaldas.vtexassets.com/arquivos/ids/1309977/Aguardiente-CRISTAL-ligth-x750-ml_50867.jpg
Benditas de caucho bandescol,10,Bandescol,No especificado,Accesorios,4500,https://images.rappi.com/products/1643232825338_1643232819767.jpg
Tampico,1,Tampico,330ml,Refresco,2500,https://alival.com.co/express/wp-content/uploads/2020/05/TAMPICO-330ML-.jpg
Postobón Aqua Frutos Verdes,2,Postobón,200ml,Refresco,1800,https://tomatelavida.com.co/wp-content/uploads/2020/05/Acqua-frutos-verdes-300-1000-200x667.png
Postobón Aqua Manzana,6,Postobón,200ml,Refresco,1800,https://tomatelavida.com.co/wp-content/uploads/2022/11/Acqua-Manzana-2022-G.png
Postobón Manzana,1,Postobón,500ml,Refresco,3500,https://mandalomarket.com/wp-content/uploads/2024/10/Diseno-sin-titulo-87.jpg
H2oh Lima Limón,5,H2oh,250ml,Refresco,2200,https://mistiendas.com.co/25439-large_default/h2oh-lima-limon-250ml.jpg
Hit Frutos Tropicales,1,Hit,200ml,Refresco,1800,https://exitocol.vteximg.com.br/arquivos/ids/27520220/Hit-Fruta-Tropical-Tetra-200-ml-701135_a.jpg
Hit Durazno,1,Hit,200ml,Refresco,1800,https://unidrogas.vtexassets.com/arquivos/ids/430997/7702090027792.jpg
Fresky Tropical,5,Fresky,200ml,Refresco,1800,https://tienda.disicoga.com/63-large_default/bebida-fresky-tropical-200-ml-tetra.jpg
Fresky Mango,4,Fresky,200ml,Refresco,1800,https://tienda.disicoga.com/60-large_default/bebida-freskids-mango-200ml-tetra.jpg
Fresky Mora,4,Fresky,200ml,Refresco,1800,https://tienda.disicoga.com/61-home_default/bebida-fresky-mora-200-ml-tetra.jpg
Colombiana,1,Postobón,1.5L,Refresco,6500,https://olimpica.vtexassets.com/arquivos/ids/1432027/7702090029505.jpg
7up Lima Limón,3,7up,1L,Refresco,5200,https://mistiendas.com.co/22643-large_default/gaseosa-7up-lima-limon-x1l.jpg
Pepsi Black,2,Pepsi,1L,Refresco,5200,https://olimpica.vtexassets.com/arquivos/ids/1441173/7702090044027.jpg
Postobón Limonada,3,Postobón,1L,Refresco,5200,https://olimpica.vtexassets.com/arquivos/ids/1441478/7702090029536.jpg
Canadá Dry,3,Canadá Dry,1.5L,Refresco,6500,https://olimpica.vtexassets.com/arquivos/ids/1431524/7702090029581.jpg
Postobón Uva,3,Postobón,2.5L,Refresco,8500,https://mercadoslpineda.co/7614-thickbox_default/gaseosa-postobon-25-l-uva.jpg
Cifrut Mora Punch,4,Cifrut,1.7L,Refresco,7200,https://eurosuper.vtexassets.com/arquivos/ids/185953/7709997015198.png
Cifrut Fruit Punch,2,Cifrut,1.7L,Refresco,7200,https://eurosuper.vtexassets.com/arquivos/ids/185699/7709997767226.png
Cifrut Citrus Punch,1,Cifrut,1.7L,Refresco,7200,https://eurosuper.vtexassets.com/arquivos/ids/185696/7709997100573.png
Big Cola,5,Big,1.75L,Refresco,7500,https://assets.tuzonamarket.com/images/producto/hxkmVZZeR9.jpg
Quatro,2,Quatro,1.5L,Refresco,6500,https://olimpica.vtexassets.com/arquivos/ids/1482726/7702535011706.jpg
Sprite,2,Sprite,1.5L,Refresco,6500,https://olimpica.vtexassets.com/arquivos/ids/1643015/7702535011713_1.jpg
7up,2,7up,400ml,Refresco,2800,https://oneiconn.vtexassets.com/arquivos/ids/196900/100014426_1.jpg
TropiKola Tropical,6,TropiKola,400ml,Refresco,2800,https://dev.smk.agency/postobon/wp-content/uploads/2023/06/tropikolaTROPICAL400ml-1.png
TropiKola Manzana,3,TropiKola,400ml,Refresco,2800,https://infonutricional.tomatelavida.com.co/wp-content/uploads/2023/06/tropikola-Manzana-400-1.png
Big Naranja,5,Big,400ml,Refresco,2800,https://assets.tuzonamarket.com/images/producto/l3Wuzosm_i.jpg
Kumbia Fresh Mango,7,Kumbia,500ml,Refresco,3500,https://images.rappi.com/products/105221774371_tyidbjzuaqvq_334343217414_ognabafilgomsc_7709997783912_1.jpg
California Nectar Pera,1,California,300ml,Refresco,2500,https://megatiendas.vtexassets.com/arquivos/ids/171017/7702617487382.jpg
California Nectar Durazno,2,California,300ml,Refresco,2500,https://jumbocolombiaio.vtexassets.com/arquivos/ids/194001/7702617487375-1.jpg
California Nectar Manzana,2,California,300ml,Refresco,2500,https://megatiendas.vtexassets.com/arquivos/ids/171019/7702617487368.jpg
Big Uva,3,Big,400ml,Refresco,2800,https://sumerlabs.com/prod/catalogue/7a6fc53a68fc735ce5aca7a500a915caee969d1e/image1j987rrodkelwqmtdle.png
Big Piña,2,Big,400ml,Refresco,2800,https://assets.tuzonamarket.com/images/producto/F7BGn9bpZw.jpg
Big Kola,8,Big,400ml,Refresco,2800,https://mercadoslpineda.co/6040-thickbox_default/gaseosa-big-cola-x-400-ml-manzana.jpg
Kola Roman,4,Kola Roman,400ml,Refresco,2800,https://ortopedicosfuturoco.vtexassets.com/arquivos/ids/160111/KOLA-ROMAN-400ML-82000016-1.jpg
Big Manzana,2,Big,400ml,Refresco,2800,https://prodcdnmobisoft.oxxodomicilios.com/01HNDXPQK7KAGCTCB3J65FVAQ8.jpg
Hit Vidrio Lulo,4,Hit,250ml,Refresco,2200,https://tomatelavida.com.co/wp-content/uploads/2022/12/Hit-Lulo-2022-G.png
Hit Vidrio Frutos Tropicales,2,Hit,250ml,Refresco,2200,https://infonutricional.tomatelavida.com.co/wp-content/uploads/2023/06/postobon_informacion_nutriconalHIT-250ml-FRUTOS-TROPICALES-RETORNABLE.png
Hit Vidrio Mora,2,Hit,250ml,Refresco,2200,https://tomatelavida.com.co/wp-content/uploads/2022/12/Hit-Mora-2022-G.png
Pony Malta Go,1,Pony Malta,1L,Refresco,5500,https://olimpica.vtexassets.com/arquivos/ids/1787039/7702004025753.jpg.jpg
Pony Malta,1,Pony Malta,1.5L,Refresco,7200,https://olimpica.vtexassets.com/arquivos/ids/1474164/7702004013514.png
Cola y Pola,1,Cola y Pola,1.5L,Refresco,7200,https://olimpica.vtexassets.com/arquivos/ids/1026629/7702004016652.jpg
Mr Tea Durazno Botella Vidrio,6,Mr Tea,250ml,Refresco,2200,https://infonutricional.tomatelavida.com.co/wp-content/uploads/2023/06/mr-tea-250ml-durazno.png
Speed Max Lata,8,Speed Max,310ml,Bebidas Energéticas,4500,https://exitocol.vtexassets.com/arquivos/ids/26871142/Bebida-Energetica-SPEED-MAX-Lata-310-ml-3629178_a.jpg
Speed Max Pulpa de Chontaduro,6,Speed Max,250ml,Bebidas Energéticas,3800,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702090097245.jpg
Vive100 Original,5,Vive100,380ml,Bebidas Energéticas,4200,https://licoresmedellin.com/cdn/shop/files/BEBIDA_ENERGIZANTE_VIVE100_380ML_wb.jpg
Vive100,5,Vive100,240ml,Bebidas Energéticas,3500,https://olimpica.vtexassets.com/arquivos/ids/628951/7702354934361.jpg
Electrolit Maracuyá,2,Electrolit,625ml,Bebidas Energéticas,8500,https://olimpica.vtexassets.com/arquivos/ids/895187/7501125184864.jpg
Gatorade Blue Ice,5,Gatorade,500ml,Bebidas Energéticas,4800,https://olimpica.vtexassets.com/arquivos/ids/1834185/7702192736455.jpg
Gatorade Mandarina,5,Gatorade,500ml,Bebidas Energéticas,4800,https://olimpica.vtexassets.com/arquivos/ids/1432351/7702192218050.jpg
Gatorade Frutos Tropicales,5,Gatorade,500ml,Bebidas Energéticas,4800,https://exitocol.vteximg.com.br/arquivos/ids/26658639/Gatorade-Frutas-Tropicales-500-ml-525890_a.jpg
Gatorade Maracuyá,5,Gatorade,500ml,Bebidas Energéticas,4800,https://olimpica.vtexassets.com/arquivos/ids/1432354/7702192224051.jpg
Cristal Aloe,2,Cristal,330ml,Agua,2500,https://olimpica.vtexassets.com/arquivos/ids/1432303/7702090060553.jpg
Saviloe,3,Saviloe,320ml,Agua,2500,https://olimpica.vtexassets.com/arquivos/ids/646223/7702354946135.jpg
Cristal con Gas,4,Cristal,600ml,Agua,3200,https://exitocol.vteximg.com.br/arquivos/ids/25709846/Agua-Cristal-Con-Gas-600-ml-222552_a.jpg
Agua sin Gas Glacial,5,Glacial,620ml,Agua,3200,https://dealmerk.com/wp-content/uploads/2023/11/AGUA-GLACIAL-ORIGINAL.png
Cielo Agua,5,Cielo,1L,Agua,4500,https://mistiendas.com.co/22627-large_default/agua-cielo-x1l.jpg
Cristal,4,Cristal,600ml,Agua,3200,https://exitocol.vteximg.com.br/arquivos/ids/26658915/Agua-Normal-600-ml-973621_a.jpg
Cola y Pola Lata,8,Cola y Pola,330cm³,Bebidas Alcohólicas,2800,https://olimpica.vtexassets.com/arquivos/ids/1050683/7702004016614.png
Redds Lata,7,Redds,269cm³,Bebidas Alcohólicas,3200,https://olimpica.vtexassets.com/arquivos/ids/1050697/7702004011190.jpg
Costeña Bacana Botella Vidrio,7,Costeña,330ml,Bebidas Alcohólicas,3500,https://www.bavaria.co/sites/g/files/seuoyk1666/files/2023-10/Costena_bacana_0.png
Cerveza Andina,3,Andina,269cm³,Bebidas Alcohólicas,3200,https://makro.com.co/imagesProducts/medias/118269_1_111.PNG
Cerveza Andina Dorada Botella Vidrio,14,Andina,300ml,Bebidas Alcohólicas,3800,https://dislicoresqa.vtexassets.com/arquivos/ids/256992/364008-Cerveza-Andina.png
Heineken,3,Heineken,269cm³,Bebidas Alcohólicas,5000,https://p.turbosquid.com/ts-thumb/wA/c8TiPC/l7/lata269_10/png/1616027978/600x600/fit_q87/6a0760f0b21d6c40a8eaace6427a4df621054902/lata269_10.jpg
Heineken Botella,9,Heineken,300ml,Bebidas Alcohólicas,5400,https://bevgo.com.co/wp-content/uploads/2021/03/764.jpg
Club Colombia 100% Malta,24,Club Colombia,330cm³,Bebidas Alcohólicas,3800,https://www.clubcolombia.com.co/sites/g/files/seuoyk481/files/2023-05/lata_dorada.png
Corona Extra,16,Corona,330ml,Bebidas Alcohólicas,5800,https://carulla.vtexassets.com/arquivos/ids/18475054/Cerveza-Corona-Botella-CORONA-330-ml-3494042_a.jpg
Budweis King of Beers,16,Budweis,220ml,Bebidas Alcohólicas,4700,https://alcocart.com/wp-content/uploads/2023/04/Untitled-design-5.png
Aguila,9,Aguila,330ml,Bebidas Alcohólicas,3200,https://olimpica.vtexassets.com/arquivos/ids/916454/7702004001917.jpg
Aguila Light,3,Aguila,330ml,Bebidas Alcohólicas,3200,https://licoresjunior.com/wp-content/uploads/2023/12/Cerveza-Aguila-Light-330-ML.jpg
Aguardiente Nectar,3,Nectar,500ml,Bebidas Alcohólicas,20000,https://exitocol.vteximg.com.br/arquivos/ids/26666946/AGUARDIENTE-NECTAR-CLUB-500-ML-1408633_a.jpg
Ron Caldas Cóctel,3,Ron Caldas,295ml,Bebidas Alcohólicas,13500,https://lacaretalicores.com/cdn/shop/files/1_0585f346-f1b7-4c3d-8c0e-11a076082630.jpg
Alquería Avena Pro Cubana,2,Alquería,180g,Lácteos y Avenas,2800,https://megatiendas.vtexassets.com/arquivos/ids/175791/7702177023730.jpg
Alpi10 Banano,6,Alpi10,150g,Lácteos y Avenas,2200,https://azstachubdigitalprd01.blob.core.windows.net/hubdigitalcontainer01/2025/imagenes/Optimizacion_alpi10_enero/receta-alpi10-new-6.png
Bilac Avena,8,Bilac,200ml,Lácteos y Avenas,1800,https://infonutricional.tomatelavida.com.co/wp-content/uploads/2024/02/bolsa-bilac-200-avena.png
Bilac Leche Achocolatada,14,Bilac,200ml,Lácteos y Avenas,2000,https://infonutricional.tomatelavida.com.co/wp-content/uploads/2024/02/bolsa-bilac-200-chocolate.png
Fruttsi Passion Mix,12,Fruttsi,250ml,Lácteos y Avenas,2500,https://glacial.com.co/wp-content/uploads/2024/06/fruttsi_passion_mix_250.png
Klim Nestlé,12,Nestlé,26g,Café y Cereales,1500,https://www.klim.com.co/sites/default/files/styles/product_stage_banner/public/2024-10/KLIM%20FortiCrece%2026g.png
Milo Nestlé,14,Nestlé,20g,Café y Cereales,1200,https://intertropico.com/wp-content/uploads/2023/04/COL50336-1.jpg
Ricavena Quaker,6,Quaker,60g,Café y Cereales,2000,https://supertiendatuiran.com/wp-content/uploads/erp/productos/21011761/ricavenaquakersobre60.jpg
Nescafé Dolca,3,Nescafé,7.8g,Café y Cereales,800,https://redonsella.com/wp-content/uploads/2024/06/71DbMtmYvfL.jpg
Nescafé Tradicional,7,Nescafé,25g,Café y Cereales,1800,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702024026372_41.jpg
Froot Loops,6,Kellogg's,25g,Café y Cereales,1500,https://www.corbeta.com.co/media/catalog/product/p/a/paketicos.png
BOM BOM Bum Zombie,1,Colombina,18g,Dulces y Caramelos,800,https://carulla.vteximg.com.br/arquivos/ids/19810026/Bon-Bon-Bum-Zombie-BON-BON-BUM-432-gr-3576377_a.jpg
BOM BOM Bum Wild Apple,1,Colombina,18g,Dulces y Caramelos,800,https://m.media-amazon.com/images/I/411WfDkcCJL.jpg
BOM BOM Bum Intense Cherry,1,Colombina,18g,Dulces y Caramelos,800,https://colombinacontentmanager-prd.s3.us-east-1.amazonaws.com/Dulces/7702011089090_A1N1_es.jpg
Pin Pop Gigante,1,Pin Pop,18g,Dulces y Caramelos,900,https://www.confipuma.com/app_data_archivos/confipuma.soomi.co/productos/producto_f04bb9cda220eb2bdda2cdcad7d9cffb420902a21727185209.png
Mordisquetas Poste de Maracuyá,1,Mordisquetas,18g,Dulces y Caramelos,800,https://dulceria.co/wp-content/uploads/2020/09/mordisqueta-maracuya.jpg
BOM BOM Bum Rojo Fresa,1,Colombina,18g,Dulces y Caramelos,800,https://www.bonbonbum.com/wp-content/uploads/2024/06/imagen-producto-FRESA_resize.png
BOM BOM Bum Lulo Flow,1,Colombina,18g,Dulces y Caramelos,800,https://ivo-mucura.s3.amazonaws.com/productos/2pMohOTPI8.jpg
BOM BOM Bum Sandía Sensations,1,Colombina,18g,Dulces y Caramelos,800,https://olimpica.vtexassets.com/arquivos/ids/1833794/7702011161505.jpg
Kick Crewy Lollipop,1,Colombina,18g,Dulces y Caramelos,800,https://licorescasamoreno.com/wp-content/uploads/2025/05/Bolsa-Chupeta-Masticable-Kick-por-12-Und.jpg
Max Coco,1,Colombina,14g,Dulces y Caramelos,700,https://exitocol.vtexassets.com/arquivos/ids/26660793/Galleta-Max-Coco-Wafer-COLOMBINA-460-gr-1862058_a.jpg
Barrilete Relleno de Chicle,1,Colombina,18g,Dulces y Caramelos,800,https://images.rappi.com/products/228891-1588294181397.png
Buzzy Hello Kitty 400,100,Buzzy,400g,Dulces y Caramelos,15000,https://riclan.com.br/wp-content/uploads/2017/07/hellokittySite_Zoom.png
Pin Pop,12,Pin Pop,180g,Dulces y Caramelos,8000,https://olimpica.vtexassets.com/arquivos/ids/1536480/7702174082013_pinp-pop-FRESA.jpg
Bubaloo Sabor a Mora,20,Bubaloo,5.1g,Dulces y Caramelos,300,https://villavoexpress.com/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6ODM1NDYsInB1ciI6ImJsb2JfaWQifX0=--667a5b8f10bd37af8f77d25814795719816411d8/bubbaloo-sabor-mora-por-70.png
Tumix Confiteca Mora,1,Confiteca,2.7g,Dulces y Caramelos,200,https://fundafarma.com/wp-content/uploads/2023/12/Tumix-Mora.png
Tumix Grande de Sabores,10,Tumix,200g,Dulces y Caramelos,6000,https://distribuidorabaviera.com/wp-content/uploads/2021/09/TUMIX-SURTIDO.jpg
Tumix Confiteca Canela,1,Confiteca,2.7g,Dulces y Caramelos,200,https://fundafarma.com/wp-content/uploads/2023/12/Tumix-Canela.png
Tumix Confiteca Limón,1,Confiteca,2.7g,Dulces y Caramelos,200,https://fundafarma.com/wp-content/uploads/2023/12/Tumix-Limon.png
Tumix Confiteca Menta,1,Confiteca,2.7g,Dulces y Caramelos,200,https://www.confipuma.com/app_data_archivos/confipuma.soomi.co/productos/producto_b3dec6b43d1323a063794b37d6e64acf7bf27bc41726576417.png
Tumix Confiteca Menta Extrema,1,Confiteca,2.7g,Dulces y Caramelos,200,https://cigarrerialarosa.com/wp-content/uploads/2022/09/11146.png
Yogueta Sabor Yogurt Fresa,1,Aldor,18g,Dulces y Caramelos,800,https://carulla.vteximg.com.br/arquivos/ids/20047256/Caramelo-Chupeta-Fresa-Yogurt-YOGUETA-324-gr-3201058_a.jpg
Yogueta Sabor Yogurt Mora,1,Aldor,18g,Dulces y Caramelos,800,https://dicoha.com.co/wp-content/uploads/2023/03/Yogueta-Frutales-Mora24-430x401.png
Yogueta Sabor Yogurt Piña,1,Aldor,18g,Dulces y Caramelos,800,https://www.sweetzonesa.co.za/wp-content/uploads/2021/08/yogueta-cocopine-xplosion-48s.jpg
Yogueta Sabor Yogurt Mandarina,1,Aldor,18g,Dulces y Caramelos,800,https://carulla.vteximg.com.br/arquivos/ids/19566981/Caramelo-Chupeta-Mandar-Yogurt-YOGUETA-324-gr-3396445_a.jpg
Mentas Freegells Negro Barra,11,Freegells,30g,Dulces y Caramelos,2000,https://instrai.com/media/galeria/FreeNegrooo_fpjhiDb.jpeg
Millows Masmelos,7,Colombina,5g,Dulces y Caramelos,400,https://dulceria.co/wp-content/uploads/2019/08/10-1.jpg
Nucita,3,Nucita,5g,Dulces y Caramelos,400,https://olimpica.vtexassets.com/arquivos/ids/1395247/7702011125811.jpg
Chocmelos,8,Millows,4.8g,Dulces y Caramelos,400,https://licorerapuntoazul.com/wp-content/uploads/2021/05/CHOCMELO.fw_.png
Nucita Crema con Avellanas,7,Nucita,14g,Dulces y Caramelos,1200,https://colombinacontentmanager-prd.s3.us-east-1.amazonaws.com/Chocolate/7702011021915_A1R1_es.jpg
FruGral Salsa BBQ,5,FruGrau,120g,Galletas y Snacks,3500,"https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img/https://grupodiana.co/wp-content/uploads/2025/05/Salsa-BBQ-x-170g.png"
Olivetto Extra Virgen,1,Olivetto,250ml,Galletas y Snacks,12000,https://megatiendas.vtexassets.com/arquivos/ids/168821/7702109768296.png
FruGral Salsa Mayo,8,FruGrau,120g,Galletas y Snacks,3500,"https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img/https://grupodiana.co/wp-content/uploads/2025/05/Salsa-Mayo-x-170g.png"
Muu Galletas de Mantequilla,12,Alpina,19.5g,Galletas y Snacks,1000,https://olimpica.vtexassets.com/arquivos/ids/1452517/7702011200259_A1N1_es.jpg
Grissly Gusanitos,14,Grissly,12g,Galletas y Snacks,500,https://balloonsbogota.com/cdn/shop/files/GomasGRISSLYgusanitosx288g.jpg
